id_municipio,taxa_observada,n_avaliados_ano,mun_n_avaliados_lag,mun_n_escolas_lag,mun_taxa_alfabetizacao_lag,mun_media_proficiencia_lag,mun_dp_proficiencia_lag,mun_pct_defasagem_severa_lag,mun_dp_entre_escolas_lag,mun_pior_escola_lag,mun_taxa_presenca_lag,mun_pct_rede_municipal_lag,meta_alfabetizacao_2024,meta_alfabetizacao_2025,meta_alfabetizacao_2026,meta_alfabetizacao_2027,meta_alfabetizacao_2028,meta_alfabetizacao_2029,meta_alfabetizacao_2030,nivel_alfabetizacao,percentual_participacao,regiao,mesorregiao,populacao,pib_per_capita,pct_vab_adm_publica,log_populacao,porte_municipio,meta_ano,gap_lag_meta_ano,gap_lag_meta_2030,esforco_necessario,ano,nao_atingiu_meta
1100205,62.4039408866995,5075,5154,83,51.144741948001545,734.10345,41.78893,23.51571594877765,17.234330035551366,0.0,85.04950495049505,100.0,67.5,69.85,72.1,74.24,76.28,78.19,80,2.0,85.05,Norte,Madeira-Guaporé,548952.0,36535.32184963348,23.15,13.215768106626541,Metrópole,69.85,-18.70525805199845,-28.855258051998455,18.70525805199845,2025,1
1100254,83.1081081081081,148,144,2,71.52777777777779,751.5702,35.545666,9.027777777777777,1.0052345672174907,70.88607594936708,91.71974522292994,100.0,65.31,68.1,70.76,73.29,75.68,77.91,80,4.0,91.72,Norte,Leste Rondoniense,18165.0,30840.077071290943,26.43,9.80730699406216,Pequeno,68.1,3.4277777777777914,-8.472222222222214,-3.4277777777777914,2025,0
1100262,68.85245901639344,61,62,1,62.903225806451616,743.6074,38.305565,14.516129032258066,,62.903225806451616,92.53731343283582,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80,3.0,92.54,Norte,Leste Rondoniense,3843.0,47990.63231850117,20.51,8.254268770090183,Muito pequeno,80.0,-17.096774193548384,-17.096774193548384,17.096774193548384,2025,1
1100288,87.01472556894244,747,611,9,75.45008183306055,757.7858,34.213245,7.6923076923076925,8.184114705303934,61.111111111111114,91.33034379671152,100.0,70.6,72.34,74.01,75.61,77.14,78.61,80,4.0,91.33,Norte,Leste Rondoniense,55748.0,28077.07899834972,29.74,10.92861475194176,Médio,72.34,3.1100818330605478,-4.549918166939449,-3.1100818330605478,2025,0
1100296,94.6236559139785,93,78,1,83.33333333333334,763.66644,28.424871,3.8461538461538463,,83.33333333333334,91.76470588235294,100.0,76.7,77.27,77.84,78.39,78.94,79.47,80,5.0,91.76,Norte,Leste Rondoniense,5942.0,35945.80949175362,25.2,8.68996933536666,Muito pequeno,77.27,6.063333333333347,3.333333333333343,-6.063333333333347,2025,0
1100304,77.06032285471538,1177,1319,17,71.94844579226687,753.9231,38.93188,10.310841546626232,7.8767120121294365,57.647058823529406,86.26553302812296,100.0,67.96,70.22,72.38,74.44,76.4,78.26,80,4.0,86.27,Norte,Leste Rondoniense,104517.0,40332.59661107762,22.0,11.55711458435771,Grande,70.22,1.728445792266868,-8.051554207733133,-1.728445792266868,2025,0
1100320,85.7707509881423,253,302,7,69.20529801324503,754.66406,36.396774,8.940397350993377,11.920568600358598,47.368421052631575,92.07317073170732,100.0,69.73,71.63,73.46,75.22,76.89,78.49,80,3.0,92.07,Norte,Leste Rondoniense,23147.0,39112.67118849095,20.97,10.04966366269373,Pequeno,71.63,-2.424701986754968,-10.794701986754973,2.424701986754968,2025,0
1100338,73.75886524822694,423,404,9,45.79207920792079,729.5574,41.57869,26.48514851485149,17.910011841097514,24.390243902439025,87.25701943844493,100.0,65.81,68.5,71.07,73.51,75.81,77.98,80,1.0,87.26,Norte,Madeira-Guaporé,32184.0,23076.249067859808,30.25,10.379255784486716,Médio,68.5,-22.707920792079207,-34.20792079207921,22.707920792079207,2025,0
1100346,79.8780487804878,164,108,6,65.74074074074075,745.2,37.50273,12.037037037037036,12.666956395494962,55.55555555555556,85.03937007874016,100.0,36.33,44.11,52.2,60.17,67.64,74.3,80,3.0,85.04,Norte,Leste Rondoniense,13807.0,25539.94350691678,31.15,9.53300341332321,Pequeno,44.11,21.630740740740748,-14.259259259259252,-21.630740740740748,2025,0
1100379,88.02395209580838,167,186,6,79.56989247311827,759.14166,28.992683,5.913978494623656,6.649814728507046,73.33333333333333,92.07920792079209,100.0,71.19,72.81,74.37,75.87,77.31,78.69,80,4.0,92.08,Norte,Leste Rondoniense,13268.0,36454.02472113355,22.3,9.493185766536437,Pequeno,72.81,6.759892473118271,-0.43010752688172715,-6.759892473118271,2025,0
1100403,76.30057803468208,173,171,6,60.23391812865497,743.156,36.83442,12.865497076023392,13.005564739269413,50.0,85.5,100.0,64.58,67.51,70.32,72.98,75.48,77.82,80,3.0,85.5,Norte,Leste Rondoniense,22258.0,22946.356366250337,31.14,10.010501700190611,Pequeno,67.51,-7.276081871345035,-19.76608187134503,7.276081871345035,2025,0
1100452,76.11607142857143,448,438,9,72.3744292237443,753.4099,40.174587,10.50228310502283,16.505564786458773,40.0,90.49586776859503,100.0,54.78,59.65,64.34,68.76,72.87,76.62,80,4.0,90.5,Norte,Madeira-Guaporé,41043.0,23549.83797480691,30.55,10.622399940982099,Médio,59.65,12.724429223744302,-7.6255707762556995,-12.724429223744302,2025,0
1100502,84.76190476190476,105,102,2,70.58823529411765,751.78674,37.14302,11.76470588235294,8.481888618791057,63.41463414634146,93.57798165137615,100.0,73.7,74.83,75.93,77.0,78.03,79.03,80,4.0,93.58,Norte,Leste Rondoniense,8125.0,28492.43076923077,27.88,9.002824076547672,Muito pequeno,74.83,-4.241764705882346,-9.411764705882348,4.241764705882346,2025,0
1100601,89.85507246376811,69,68,2,79.41176470588235,755.13544,38.179592,7.352941176470589,7.108480869071111,71.42857142857143,88.31168831168831,100.0,58.84,62.92,66.82,70.51,73.95,77.11,80,4.0,88.31,Norte,Leste Rondoniense,6307.0,43655.937846836845,17.76,8.74957394808293,Muito pequeno,62.92,16.491764705882346,-0.5882352941176521,-16.491764705882346,2025,0
1100700,80.87431693989072,183,163,4,72.39263803680981,756.1232,41.171234,10.429447852760736,11.80147432816662,55.00000000000001,92.09039548022598,100.0,62.75,66.05,69.2,72.19,74.99,77.59,80,4.0,92.09,Norte,Madeira-Guaporé,14391.0,25649.850601070117,29.39,9.574427775630369,Pequeno,66.05,6.3426380368098165,-7.607361963190186,-6.3426380368098165,2025,0
1100809,62.01550387596899,387,366,7,51.36612021857923,733.0654,45.40872,27.86885245901639,19.76353935386969,10.526315789473683,84.33179723502305,100.0,54.05,59.06,63.88,68.45,72.68,76.54,80,2.0,84.33,Norte,Madeira-Guaporé,28068.0,23356.45575032065,33.13,10.242421043498677,Médio,59.06,-7.693879781420769,-28.633879781420767,7.693879781420769,2025,0
1100908,77.08333333333334,48,50,2,64.0,744.9224,35.737583,14.000000000000002,33.63667674394341,46.875,84.7457627118644,100.0,71.71,73.22,74.69,76.1,77.46,78.76,80,3.0,84.75,Norte,Leste Rondoniense,2923.0,34083.817995210404,29.33,7.980707820869669,Muito pequeno,73.22,-9.219999999999999,-16.0,9.219999999999999,2025,0
1100924,74.69135802469135,162,154,4,73.37662337662337,751.8319,34.3937,10.38961038961039,13.213986090539365,63.1578947368421,86.03351955307262,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80,4.0,86.19,Norte,Leste Rondoniense,11755.0,39880.30625265844,23.08,9.372119027538808,Pequeno,80.0,-6.623376623376629,-6.623376623376629,6.623376623376629,2025,1
1100940,88.84462151394422,251,260,3,67.6923076923077,751.23114,35.321136,11.538461538461538,6.847967113068666,57.14285714285714,89.96539792387543,100.0,77.84,78.22,78.58,78.94,79.3,79.65,80,3.0,89.97,Norte,Madeira-Guaporé,27131.0,17977.811359699237,38.84,10.20846912206597,Médio,78.22,-10.527692307692305,-12.307692307692307,10.527692307692305,2025,0
1101005,93.04347826086956,115,124,3,70.96774193548387,753.28455,28.370672,5.64516129032258,16.040912188703143,56.81818181818182,91.85185185185185,100.0,67.54,69.88,72.12,74.26,76.29,78.2,80,4.0,91.85,Norte,Leste Rondoniense,7130.0,33566.76016830294,24.97,8.872206756028303,Muito pequeno,69.88,1.0877419354838764,-9.032258064516128,-1.0877419354838764,2025,0
1101104,85.51724137931035,145,160,2,71.25,754.84534,35.50834,9.375,10.695732824670454,70.58823529411765,90.3954802259887,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80,4.0,90.4,Norte,Madeira-Guaporé,10819.0,19403.54931139662,39.97,9.289151552400472,Pequeno,80.0,-8.75,-8.75,8.75,2025,0
1101203,83.9506172839506,81,82,2,69.51219512195121,752.06586,28.217115,4.878048780487805,12.222716448166963,54.54545454545454,94.25287356321839,100.0,73.67,74.81,75.92,76.99,78.03,79.03,80,3.0,94.25,Norte,Leste Rondoniense,9461.0,31484.621075996198,25.09,9.155039056191093,Muito pequeno,74.81,-5.297804878048794,-10.487804878048792,5.297804878048794,2025,0
1101302,86.8421052631579,152,130,3,73.84615384615385,753.5062,39.419704,10.0,5.992971897747239,68.65671641791045,85.52631578947368,100.0,62.66,65.98,69.15,72.15,74.96,77.58,80,4.0,85.53,Norte,Leste Rondoniense,10691.0,24565.241792161632,30.55,9.277251077258809,Pequeno,65.98,7.86615384615385,-6.153846153846146,-7.86615384615385,2025,0
1101401,80.23255813953489,172,172,4,70.93023255813954,748.2531,33.077637,11.627906976744185,5.217623401926849,64.0,90.52631578947368,100.0,73.41,74.6,75.75,76.87,77.95,78.99,80,3.0,90.53,Norte,Leste Rondoniense,16158.0,24123.09691793539,31.53,9.690232448972248,Pequeno,74.6,-3.669767441860458,-9.069767441860463,3.669767441860458,2025,0
1101435,87.5,88,85,3,70.58823529411765,751.54565,32.913963,8.235294117647058,19.92716618931823,63.63636363636363,90.42553191489363,100.0,63.85,66.93,69.87,72.66,75.28,77.73,80,4.0,90.43,Norte,Leste Rondoniense,6822.0,23060.83260041044,32.33,8.828054536815424,Muito pequeno,66.93,3.6582352941176453,-9.411764705882348,-3.6582352941176453,2025,0
1101450,82.6923076923077,52,59,1,69.49152542372882,750.7485,39.12372,11.864406779661017,,69.49152542372882,92.1875,100.0,64.17,67.19,70.07,72.8,75.37,77.77,80,4.0,92.19,Norte,Leste Rondoniense,6319.0,24597.2463997468,31.73,8.751474487140904,Muito pequeno,67.19,2.301525423728819,-10.508474576271183,-2.301525423728819,2025,0
1101468,79.66101694915254,59,36,1,58.333333333333336,739.50366,40.278515,13.88888888888889,,58.333333333333336,83.72093023255815,100.0,58.95,63.01,66.9,70.56,73.98,77.13,80,2.0,83.72,Norte,Leste Rondoniense,2127.0,115754.11377527034,11.07,7.662937850461535,Muito pequeno,63.01,-4.676666666666662,-21.666666666666664,4.676666666666662,2025,0
1101476,81.3953488372093,43,59,2,57.6271186440678,742.12067,44.75379,20.33898305084746,2.700755067031951,55.55555555555556,86.76470588235294,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80,2.0,86.76,Norte,Leste Rondoniense,2697.0,39684.83500185391,27.4,7.900266036767701,Muito pequeno,80.0,-22.3728813559322,-22.3728813559322,22.3728813559322,2025,0
1101484,83.54430379746836,79,53,2,77.35849056603774,760.0611,32.918903,3.7735849056603774,2.3888742607653537,75.0,82.8125,100.0,57.76,62.05,66.16,70.05,73.66,76.98,80,4.0,82.81,Norte,Leste Rondoniense,4962.0,26335.147118097542,32.75,8.50976567558744,Muito pequeno,62.05,15.308490566037747,-2.6415094339622556,-15.308490566037747,2025,0
1101492,86.19402985074626,268,264,5,63.25757575757576,751.23334,43.15061,12.121212121212121,11.441943634179436,52.38095238095239,88.0,100.0,68.1,70.33,72.47,74.51,76.44,78.27,80,3.0,88.0,Norte,Madeira-Guaporé,21088.0,23147.80918057663,31.03,9.956506856511764,Pequeno,70.33,-7.0724242424242405,-16.742424242424242,7.0724242424242405,2025,0
1101500,81.38297872340425,188,186,4,66.12903225806451,746.27875,29.705496,5.913978494623656,10.913356289926277,53.84615384615385,93.46733668341709,100.0,65.81,68.5,71.07,73.51,75.81,77.98,80,3.0,93.47,Norte,Leste Rondoniense,11846.0,28109.57285159548,29.07,9.37982994995476,Pequeno,68.5,-2.3709677419354875,-13.870967741935488,2.3709677419354875,2025,0
1101559,88.13559322033898,59,53,2,66.0377358490566,754.8581,37.431076,5.660377358490567,12.535074757397885,55.00000000000001,89.83050847457628,100.0,73.21,74.44,75.63,76.78,77.89,78.97,80,3.0,89.83,Norte,Leste Rondoniense,4160.0,29159.615384615383,29.43,8.333510708982942,Muito pequeno,74.44,-8.402264150943395,-13.962264150943398,8.402264150943395,2025,0
1101609,86.0655737704918,122,114,3,78.94736842105263,758.36383,31.963428,4.385964912280701,3.151530863868,76.92307692307693,91.2,100.0,55.53,60.25,64.8,69.09,73.07,76.71,80,4.0,91.2,Norte,Leste Rondoniense,10348.0,24877.85079242366,31.97,9.244645175668174,Pequeno,60.25,18.69736842105263,-1.05263157894737,-18.69736842105263,2025,0
1101708,79.28571428571428,140,146,5,60.95890410958904,748.974,37.087482,13.013698630136986,16.626342854359926,41.66666666666667,92.99363057324841,100.0,72.36,73.75,75.09,76.39,77.64,78.85,80,3.0,92.99,Norte,Leste Rondoniense,11081.0,24682.339139066877,32.92,9.313077449427295,Pequeno,73.75,-12.791095890410958,-19.041095890410958,12.791095890410958,2025,0
1101757,75.51020408163265,98,115,1,55.65217391304348,740.3677,44.239124,18.26086956521739,,55.65217391304348,93.4959349593496,100.0,43.54,50.36,57.17,63.72,69.79,75.25,80,2.0,93.5,Norte,Leste Rondoniense,11545.0,19137.98181030749,39.63,9.354094335620879,Pequeno,50.36,5.292173913043477,-24.347826086956523,-5.292173913043477,2025,0
1101807,79.12087912087912,91,78,2,43.58974358974359,734.70856,41.29144,19.230769230769234,6.7869624087101625,35.714285714285715,88.63636363636364,100.0,59.72,63.63,67.37,70.89,74.18,77.22,80,1.0,88.64,Norte,Leste Rondoniense,6490.0,28605.23882896764,30.11,8.778171881033469,Muito pequeno,63.63,-20.04025641025641,-36.41025641025641,20.04025641025641,2025,0
1200013,68.31683168316832,202,180,4,58.88888888888889,745.3146,43.54696,10.555555555555555,14.385625438561002,51.35135135135135,76.92307692307693,100.0,,63.6,67.34,70.88,74.17,77.22,80,2.0,76.92,Norte,Vale do Acre,15721.0,25362.572355448126,30.43,9.662816284353703,Pequeno,63.6,-4.711111111111109,-21.111111111111107,4.711111111111109,2025,0
1200054,71.53846153846153,130,103,3,50.48543689320388,738.2132,35.65302,11.650485436893204,15.768040958964589,33.33333333333333,83.06451612903226,100.0,,55.08,60.83,66.3,71.37,75.95,80,1.0,83.06,Norte,Vale do Acre,7649.0,17507.648058569746,47.19,8.942460926820582,Muito pequeno,55.08,-4.594563106796116,-29.514563106796118,4.594563106796116,2025,0
1200104,71.78082191780823,365,307,6,47.23127035830619,737.54193,39.13955,12.052117263843648,9.883734766943695,28.57142857142857,80.15665796344648,100.0,,53.01,59.23,65.18,70.68,75.64,80,1.0,80.16,Norte,Vale do Acre,27123.0,25278.76709803488,33.54,10.208174223803733,Médio,53.01,-5.778729641693808,-32.76872964169381,5.778729641693808,2025,0
1200138,35.82089552238806,134,145,3,26.89655172413793,709.09186,50.31721,39.310344827586206,13.103783988714003,7.6923076923076925,79.67032967032966,100.0,,35.2,44.74,54.69,64.28,72.85,80,0.0,79.67,Norte,Vale do Acre,10572.0,28455.35376466137,27.63,9.266058860732526,Pequeno,35.2,-8.303448275862074,-53.10344827586207,8.303448275862074,2025,0
1200179,45.63758389261745,149,151,3,35.76158940397351,716.35004,50.810608,30.4635761589404,13.852541035013283,13.333333333333334,76.6497461928934,100.0,,42.9,51.21,59.46,67.2,74.11,80,0.0,76.65,Norte,Vale do Acre,12280.0,41722.55700325733,18.79,9.415808631610384,Pequeno,42.9,-7.138410596026489,-44.23841059602649,7.138410596026489,2025,0
1200203,59.190556492411474,593,546,20,42.67399267399267,732.32184,45.460506,21.245421245421245,16.665338570690878,9.090909090909092,72.8,100.0,,49.2,56.26,63.07,69.4,75.08,80,1.0,72.8,Norte,Vale do Juruá,89760.0,22934.826203208555,37.35,11.404905861514429,Médio,49.2,-6.526007326007331,-37.32600732600733,6.526007326007331,2025,0
1200252,72.15189873417721,316,293,6,53.242320819112635,738.0568,45.075127,16.040955631399317,17.420728628439562,20.0,87.20238095238095,100.0,,57.62,62.78,67.67,72.2,76.32,80,2.0,87.2,Norte,Vale do Acre,18979.0,33960.79877759629,24.97,9.85114107216392,Pequeno,57.62,-4.3776791808873625,-26.757679180887365,4.3776791808873625,2025,0
1200302,78.69822485207101,169,173,5,53.179190751445084,742.5594,34.796535,13.294797687861271,7.5534304134246035,42.857142857142854,83.17307692307693,100.0,,58.48,63.44,68.13,72.49,76.45,80,2.0,83.17,Norte,Vale do Juruá,34986.0,16207.62590750586,45.3,10.462731842903445,Médio,58.48,-5.300809248554913,-26.820809248554916,5.300809248554913,2025,0
1200328,64.28571428571429,42,46,1,19.565217391304348,715.26825,43.159714,21.73913043478261,,19.565217391304348,93.87755102040816,100.0,,28.13,38.39,49.79,61.22,71.53,80,0.0,93.88,Norte,Vale do Juruá,8628.0,13209.898006490495,65.7,9.062883902508307,Muito pequeno,28.13,-8.564782608695651,-60.434782608695656,8.564782608695651,2025,0
1200336,58.671586715867164,271,215,6,38.604651162790695,733.18317,34.88405,10.232558139534884,8.252578168492889,25.0,82.6923076923077,100.0,,45.65,53.44,61.06,68.18,74.54,80,0.0,82.69,Norte,Vale do Juruá,19643.0,13704.882146311664,56.08,9.885527227159136,Pequeno,45.65,-7.045348837209303,-41.395348837209305,7.045348837209303,2025,0
1200344,61.386138613861384,202,189,4,43.386243386243386,732.9089,42.47515,20.105820105820104,7.267017696232035,36.84210526315789,85.13513513513513,100.0,,49.47,56.47,63.22,69.49,75.12,80,1.0,85.14,Norte,Vale do Acre,9701.0,19060.30306154005,42.66,9.180087328805161,Muito pequeno,49.47,-6.083756613756613,-36.613756613756614,6.083756613756613,2025,0
1200351,76.43312101910828,157,136,3,62.5,751.5638,30.185804,2.941176470588235,25.781884562655264,38.46153846153847,83.9506172839506,100.0,,66.11,69.25,72.22,75.01,77.6,80,3.0,83.95,Norte,Vale do Juruá,19727.0,13020.986465250671,63.76,9.889794225404126,Pequeno,66.11,-3.6099999999999994,-17.5,3.6099999999999994,2025,0
1200385,55.83756345177665,197,162,5,34.5679012345679,719.6999,48.00024,29.01234567901235,10.072977477541249,21.73913043478261,80.59701492537313,100.0,,41.81,50.32,58.81,66.81,73.94,80,0.0,80.6,Norte,Vale do Acre,20147.0,29854.122201816648,26.01,9.91086030686554,Pequeno,41.81,-7.242098765432104,-45.4320987654321,7.242098765432104,2025,0
1200393,72.88135593220339,118,87,2,40.229885057471265,729.979,46.55675,20.689655172413794,4.911505213968069,36.95652173913043,94.56521739130434,100.0,,47.15,54.63,61.92,68.7,74.77,80,0.0,94.57,Norte,Vale do Juruá,12497.0,12845.883011922862,66.57,9.433323910489028,Pequeno,47.15,-6.920114942528734,-39.770114942528735,6.920114942528734,2025,0
1200401,69.39687267311989,1343,1401,28,55.88865096359743,743.45374,43.841026,14.41827266238401,15.3041686098645,25.0,81.0294968189705,100.0,,60.34,64.86,69.13,73.1,76.73,80,2.0,81.03,Norte,Vale do Acre,419452.0,26119.019577925483,31.22,12.946706760472013,Grande,60.34,-4.451349036402576,-24.111349036402572,4.451349036402576,2025,0
1200427,66.44736842105263,152,143,7,41.25874125874126,734.0647,37.35735,11.888111888111888,15.320885994626066,10.0,75.66137566137566,100.0,,46.4,54.04,61.49,68.44,74.65,80,0.0,75.66,Norte,Vale do Juruá,19767.0,12933.12085799565,62.64,9.891819747668446,Pequeno,46.4,-5.1412587412587385,-38.74125874125874,5.1412587412587385,2025,0
1200435,66.66666666666666,84,58,1,15.517241379310345,702.6528,46.270584,41.37931034482759,,15.517241379310345,76.31578947368422,100.0,,23.62,34.04,46.27,58.96,70.57,80,0.0,76.32,Norte,Vale do Acre,6893.0,15747.13477440882,60.66,8.83840674707681,Muito pequeno,23.62,-8.102758620689656,-64.48275862068965,8.102758620689656,2025,0
1200450,54.83870967741935,124,115,4,43.47826086956522,728.568,46.021152,19.130434782608695,13.595053523714418,22.22222222222222,76.66666666666667,100.0,,50.47,57.26,63.78,69.83,75.27,80,1.0,76.67,Norte,Vale do Acre,23446.0,33253.94523586113,23.51,10.062497833920736,Pequeno,50.47,-6.99173913043478,-36.52173913043478,6.99173913043478,2025,0
1200500,77.85087719298247,456,459,11,65.57734204793029,752.13385,39.07396,10.021786492374728,16.412413674101003,28.57142857142857,86.60377358490567,100.0,,67.71,70.47,73.08,75.55,77.85,80,3.0,86.6,Norte,Vale do Acre,47168.0,15860.20183175034,44.69,10.761492176138386,Médio,67.71,-2.1326579520697067,-14.422657952069713,2.1326579520697067,2025,0
1200609,67.01940035273368,567,497,9,45.87525150905433,733.52167,45.362328,18.91348088531187,17.414415900762748,22.0,85.98615916955016,100.0,,51.74,58.25,64.48,70.26,75.45,80,1.0,85.99,Norte,Vale do Juruá,43730.0,16279.07614909673,47.4,10.685812511742123,Médio,51.74,-5.864748490945672,-34.12474849094567,5.864748490945672,2025,0
