id_municipio,sigla_uf,risco_medio,alunos,criancas_em_risco,nome_municipio_ibge
3530706,SP,0.29087535430731476,1411,410.42512492762114,Mogi Guaçu
3171204,MG,0.26911893648364327,1511,406.63871302678496,Vespasiano
2910057,BA,0.6471758242418191,627,405.7792417996206,Dias d'Ávila
1505064,PA,0.5166433233673243,785,405.5650088433496,Novo Repartimento
2915601,BA,0.5980668154791745,677,404.89123407940116,Itamaraju
1508308,PA,0.6096567827822061,664,404.8121037673849,Viseu
2103208,MA,0.5181375154059955,780,404.1472620166765,Chapadinha
2109908,MA,0.45959124277416646,879,403.9807023984923,Santa Inês
3204906,ES,0.27936234993161263,1439,402.00242155159054,São Mateus
2609907,PE,0.6277997900721088,640,401.79186564614963,Ouricuri
4322509,RS,0.5392232783705927,744,401.18211910772095,Vacaria
3507506,SP,0.34293844242961374,1164,399.18034698807037,Botucatu
2600054,PE,0.4913221688891523,812,398.95360113799165,Abreu e Lima
1504802,PA,0.5447998937749923,726,395.5247228806444,Monte Alegre
1709500,TO,0.4554620472895181,865,393.9746709054332,Gurupi
2603454,PE,0.3763557839668331,1045,393.2917942453406,Camaragibe
2606002,PE,0.30960480785540034,1270,393.1981059763584,Garanhuns
2412203,RN,0.6084655738356989,643,391.2433639763544,São José de Mipibu
1500305,PA,0.5851417404568241,668,390.87468262515847,Afuá
4314050,RS,0.5694638713126692,686,390.6522157204911,Parobé
2932903,BA,0.6863982954076936,568,389.87423179156997,Valença
2914703,BA,0.6214178253544053,623,387.1433051957945,Itaberaba
3305505,RJ,0.2982869003037214,1296,386.57982279362295,Saquarema
1303809,AM,0.5844178392563778,659,385.131356069953,São Gabriel da Cachoeira
1300300,AM,0.5817227274413087,661,384.51872283870506,Autazes
3525003,SP,0.3947657127708368,972,383.7122728132533,Jandira
3202405,ES,0.24297534418999583,1577,383.17211778762345,Guarapari
2601706,PE,0.4967458748139789,770,382.49432360676377,Belo Jardim
3122306,MG,0.19690762433901743,1942,382.39460646637184,Divinópolis
5204508,GO,0.3210209392164337,1191,382.3359386067725,Caldas Novas
4311403,RS,0.45322987448609814,843,382.0727841917807,Lajeado
2914604,BA,0.5260794697236454,723,380.35545661019563,Irecê
5107040,MT,0.3085061618332813,1227,378.5370605694361,Primavera do Leste
4304630,RS,0.6017747126266914,629,378.51629424218885,Capão da Canoa
1503101,PA,0.6203495045060827,610,378.41319774871045,Gurupá
4307708,RS,0.5190008138874053,725,376.27559006836884,Esteio
4321600,RS,0.5666484097559936,658,372.8546536194438,Tramandaí
1503309,PA,0.5962829164528444,623,371.484256950122,Igarapé-Miri
3508504,SP,0.4391040365655208,845,371.0429108978651,Caçapava
3145208,MG,0.2429881442621789,1526,370.799908144085,Nova Serrana
1504901,PA,0.6459411224117142,574,370.770204264324,Muaná
3519709,SP,0.3901537438420636,950,370.6460566499604,Ibiúna
3548807,SP,0.28883366047896747,1282,370.2847527340363,São Caetano do Sul
1100049,RO,0.3364572753117176,1097,369.0936310169542,Cacoal
2902708,BA,0.6782603917696968,544,368.97365312271506,Barra
1507607,PA,0.535771941666982,687,368.0753239252167,São Miguel do Guamá
2601102,PE,0.383447259699736,958,367.34247479234705,Araripina
3531803,SP,0.43106939116113246,849,365.97791309580145,Monte Mor
2926608,BA,0.6057950223300752,604,365.9001934873654,Ribeira do Pombal
4101507,PR,0.2880969780372863,1270,365.8831621073536,Arapongas
1100304,RO,0.31060501965089315,1177,365.58210812910124,Vilhena
2613701,PE,0.43368438537645687,841,364.7285681016002,São Lourenço da Mata
3300308,RJ,0.5283260348888852,690,364.5449640733308,Barra do Piraí
3505500,SP,0.3162664022247496,1150,363.70636255846205,Barretos
5102504,MT,0.3322135046691676,1091,362.44493359406187,Cáceres
2802106,SE,0.6363125228571718,566,360.1528879371592,Estância
2607208,PE,0.2803134958181935,1284,359.92252863056046,Ipojuca
2606200,PE,0.5041635447326471,713,359.4686073943774,Goiana
3509205,SP,0.3517068236553153,1022,359.44437377573223,Cajamar
4128104,PR,0.3155898104716501,1138,359.1412043167378,Umuarama
4317509,RS,0.5201560476760324,690,358.9076728964624,Santo Ângelo
4218004,SC,0.5092437348795581,700,356.47061441569065,Tijucas
4202305,SC,0.45722141521982523,776,354.8038182105844,Biguaçu
3509007,SP,0.38134698263365663,929,354.271346866667,Caieiras
3545209,SP,0.2624966192942649,1349,354.1079394279633,Salto
2928703,BA,0.6008359383876227,589,353.89236771030977,Santo Antônio de Jesus
3168606,MG,0.2744873236830684,1289,353.81416022747516,Teófilo Otoni
3152501,MG,0.2644520855611583,1336,353.3079863097075,Pouso Alegre
2924405,BA,0.7245891758364228,486,352.15033945650146,Pilão Arcado
2908408,BA,0.6698936907566005,524,351.0242939564587,Conceição do Coité
1508209,PA,0.6356569956747561,550,349.61134762111584,Vigia
4317103,RS,0.5351124863899634,653,349.42845361264614,Sant'Ana do Livramento
1303536,AM,0.6248156679870928,559,349.27195840478487,Presidente Figueiredo
3509601,SP,0.4226541890477025,821,346.99908920816375,Campo Limpo Paulista
1503903,PA,0.4825538381572529,717,345.99110195875033,Juruti
3504008,SP,0.4042266021322395,848,342.7841586081391,Assis
4202008,SC,0.337263532728712,1013,341.6479586541853,Balneário Camboriú
2930105,BA,0.7056773375491268,481,339.43079936112997,Senhor do Bonfim
4201307,SC,0.41094283162427836,825,339.02783609002967,Araquari
1501501,PA,0.36339458519068585,930,337.95696422733783,Benevides
1300508,AM,0.6788811350744399,497,337.40392413199663,Barreirinha
4218707,SC,0.35544939891923183,949,337.32147957435103,Tubarão
2706307,AL,0.4959291962264869,679,336.7359242377846,Palmeira dos Índios
2112506,MA,0.4660520475040805,722,336.48957829794614,Tutóia
3522406,SP,0.3673389260503535,916,336.48245626212383,Itapeva
4303905,RS,0.48135406607442144,697,335.50378405387175,Campo Bom
3525300,SP,0.3357439742248439,999,335.40823025061906,Jaú
2904605,BA,0.5533496065722107,606,335.3298615827597,Brumado
3556206,SP,0.38407741397011785,872,334.9155049819428,Valinhos
2921005,BA,0.4916530234566907,677,332.8490968801796,Mata de São João
2108603,MA,0.527114001572733,631,332.60893499239455,Pinheiro
1508407,PA,0.5103170687900044,651,332.2164117822929,Xinguara
4307906,RS,0.42074878556475837,787,331.12929423946485,Farroupilha
4312401,RS,0.520486388817222,636,331.0293432877532,Montenegro
1200609,AC,0.4901216633412268,675,330.8321227553281,Tarauacá
2928802,BA,0.6621236615257923,499,330.3997071013703,Santo Estêvão
3526704,SP,0.3157081530549305,1043,329.2836036362925,Leme
3518404,SP,0.36144205058588635,911,329.27370808374246,Guaratinguetá
2706703,AL,0.5003855444074297,657,328.75330267568125,Penedo
3537602,SP,0.4439534224654777,740,328.5255326244535,Peruíbe
1504505,PA,0.692035033015746,474,328.0246056494636,Melgaço
2930204,BA,0.694501792491889,471,327.11034426367974,Sento Sé
1302900,AM,0.48087442827548804,680,326.99461122733186,Maués
5107925,MT,0.18854208428812552,1733,326.74343207132154,Sorriso
