id_municipio,populacao,pib_per_capita,pct_vab_adm_publica
1500958,32200.0,9573.291925465839,51.14
1501006,16421.0,9242.798855124536,52.43
1501105,31967.0,7829.636812963368,53.17
1501204,49454.0,11358.413879564849,37.64
1501253,3239.0,39803.95183698672,18.51
1501303,129333.0,71461.86974708698,8.93
1501402,1506420.0,22283.091700853678,21.32
1501451,17944.0,13205.416852429782,39.69
1501501,64780.0,30659.956776782958,18.09
1501576,17254.0,14121.594992465516,37.37
1501600,16769.0,12318.564016936012,37.73
1501709,130122.0,10670.071163984569,43.3
1501725,14883.0,25503.9306591413,23.42
1501758,7357.0,15627.837433736577,36.59
1501782,68597.0,11571.468140006124,38.94
1501808,104280.0,8559.934790947449,61.21
1501907,29717.0,18052.158697042098,24.28
1501956,35307.0,6439.346305265245,64.76
1502004,24355.0,10507.12379388216,43.86
1502103,140814.0,9888.569318391637,44.58
1502152,39103.0,894762.9337902463,1.18
1502202,69828.0,20430.758435011743,22.55
1502301,54545.0,11279.787331561096,41.33
1502400,205667.0,22888.36322793642,23.02
1502509,24175.0,10257.456049638056,47.66
1502608,12175.0,8281.396303901438,58.92
1502707,48115.0,13767.328276005404,33.1
1502756,34236.0,12261.8004439771,43.34
1502764,14044.0,28964.112788379378,16.58
1502772,17764.0,206428.22562485927,3.04
1502806,35530.0,7938.136785814804,64.71
1502855,14776.0,10118.706009745534,51.82
1502905,41093.0,8989.14656997542,50.08
1502939,61206.0,15359.278502107636,30.5
1502954,34069.0,16309.166691126831,32.11
1503002,6949.0,11019.427255720248,63.32
